iter	MultiClass
664	0.9961083264
665	0.9960238625
666	0.9959512573
667	0.995863714
668	0.9957633816
669	0.9956337365
670	0.9955190809
671	0.9954313359
672	0.9953380908
673	0.9952741626
674	0.9952107811
675	0.99511215
676	0.9949995126
677	0.9949221903
678	0.994817787
679	0.9947717375
680	0.9946970364
681	0.9946624509
682	0.9945471225
683	0.9945081707
684	0.9944336673
685	0.9943484182
686	0.9942464058
687	0.9941453901
688	0.9939733894
689	0.9939080429
690	0.9938007076
691	0.993708926
692	0.9936158182
693	0.9935472634
694	0.9934997744
695	0.9934483192
696	0.9934073485
697	0.993289564
698	0.9931695952
699	0.9931018278
700	0.9929060967
701	0.9928805968
702	0.9927550267
703	0.9926688566
704	0.9926343732
705	0.9924614214
706	0.9923791121
707	0.9923017907
708	0.9921847333
709	0.9921081041
710	0.9920150338
711	0.9919081618
712	0.9918676209
713	0.9917446224
714	0.9916219604
715	0.9915517002
716	0.9915020095
717	0.9913955415
718	0.9913413307
719	0.991259075
720	0.9911908504
721	0.9911151054
722	0.9910811528
723	0.9910261455
724	0.9909873654
725	0.9908824759
726	0.9908421344
727	0.9907614099
728	0.9906648039
729	0.9905425401
730	0.990455103
731	0.9903618774
732	0.9902570682
733	0.9901804328
734	0.9901318211
735	0.9900262183
736	0.9898575543
737	0.9897757913
738	0.9897009432
739	0.9896311876
740	0.9895201897
741	0.989399674
742	0.9892809477
743	0.9891388569
744	0.9890420813
745	0.9889739691
746	0.9889168965
747	0.988781751
748	0.9887109233
749	0.988625469
750	0.9885326358
751	0.9884811986
752	0.9884107989
753	0.9883728547
754	0.9882518402
755	0.9882178655
756	0.9881551877
757	0.9880819515
758	0.9880238082
759	0.9878906761
760	0.987801417
761	0.9877119217
762	0.9876330892
763	0.9876087848
764	0.9875061311
765	0.9874550948
766	0.9873884612
767	0.9873030936
768	0.9871043203
769	0.9870273759
770	0.986934768
771	0.9868547472
772	0.9867532513
773	0.9866169872
774	0.9865372371
775	0.9864004789
776	0.9863640046
777	0.986320304
778	0.9861816435
779	0.9861531712
780	0.9860083854
781	0.9859274469
782	0.9858255899
783	0.9857575948
784	0.9856368511
785	0.9855671592
786	0.98554182
787	0.9854581837
788	0.9853913928
789	0.9853406002
790	0.9852371687
791	0.9852080769
792	0.9850863652
793	0.9850186985
794	0.9849474373
795	0.9849313905
796	0.9849147502
797	0.984849073
798	0.9847976101
799	0.9847176814
800	0.9846184593
801	0.9845297732
802	0.9844678696
803	0.9843870856
804	0.984262223
805	0.9841839548
806	0.9841326512
807	0.9840828236
808	0.9840116386
809	0.9839495257
810	0.9838151716
811	0.9837584883
812	0.983681513
813	0.9835969893
814	0.9835375432
815	0.9835012564
816	0.9834517936
817	0.9834160132
818	0.9833473104
819	0.9833050816
820	0.9832399425
821	0.9832204103
822	0.9831566621
823	0.9830981855
824	0.9830077372
825	0.9829915078
826	0.9828930377
827	0.9828850616
828	0.9828565283
829	0.9828175266
830	0.9827567693
831	0.9827060117
832	0.9826849251
833	0.9826188191
834	0.9825518106
835	0.9825249025
836	0.982489061
837	0.9824308192
838	0.9823735565
839	0.9823394376
840	0.9823032479
841	0.9822828821
842	0.9822186904
843	0.9821451836
844	0.9820938777
845	0.9820163262
846	0.9819779135
847	0.9819295889
848	0.9817900985
849	0.9816966689
850	0.9816718547
851	0.9816199914
852	0.981510925
853	0.9814899626
854	0.9814395008
855	0.9813921415
856	0.9813651921
857	0.9813353372
858	0.981288159
859	0.9812079165
860	0.981084085
861	0.9810278523
862	0.9810050826
863	0.9809389136
864	0.9808970092
865	0.9808290696
866	0.9807891879
867	0.9807189206
868	0.9807000054
869	0.9806666137
870	0.9805904075
871	0.9805123727
872	0.9804334764
873	0.9802380121
874	0.9801821125
875	0.9801023926
876	0.9800692494
877	0.9799751506
878	0.979886794
879	0.9797945987
880	0.9797171399
881	0.9796726412
882	0.9796487677
883	0.9795801669
884	0.9794957127
885	0.979386058
886	0.9793431278
887	0.9793079442
888	0.9792658761
889	0.9792249622
890	0.9791722649
891	0.9791031641
892	0.979060557
893	0.9789973847
894	0.9787267887
895	0.9786706375
896	0.9785850143
897	0.9785163924
898	0.9784668661
899	0.9783946219
900	0.9783283905
901	0.9782158972
902	0.9781672477
903	0.978046669
904	0.9779685757
905	0.9779245182
906	0.9778735066
907	0.9778081029
908	0.9777314266
909	0.9776078859
910	0.9775771616
911	0.9775240531
912	0.977446812
913	0.9774326677
914	0.9773706316
915	0.9773402519
916	0.9772998274
917	0.9772421596
918	0.9771522181
919	0.9770932847
920	0.9770060671
921	0.9769815666
922	0.9769532803
923	0.9768131353
924	0.9767029104
925	0.9766356222
926	0.9765543628
927	0.976525564
928	0.9764207158
929	0.9762983637
930	0.9762726036
931	0.9762427113
932	0.97618602
933	0.9761409196
934	0.9760698091
935	0.9760255103
936	0.975937486
937	0.9758866733
938	0.9758678772
939	0.9758042652
940	0.9757391483
941	0.975629722
942	0.975574297
943	0.9755504117
944	0.9754585916
945	0.9753870397
946	0.9753409692
947	0.9752529013
948	0.9751849104
949	0.9751067942
950	0.9749944916
951	0.9749205603
952	0.9748541145
953	0.9747897817
954	0.9747254698
955	0.974618174
956	0.9745137456
957	0.9744302113
958	0.9743590365
959	0.9743384546
960	0.974252588
961	0.9741722097
962	0.974111326
963	0.974095823
964	0.9740434259
965	0.9740218759
966	0.9739951885
967	0.9739869654
968	0.9739137975
969	0.9738274387
970	0.973814193
971	0.9737370292
972	0.9736442843
973	0.9735513748
974	0.9734917181
975	0.9734338816
976	0.9733248099
977	0.9732458988
978	0.9732377531
979	0.9732204629
980	0.9731867254
981	0.9731740644
982	0.9731515257
983	0.9730882078
984	0.9730317102
985	0.9729949828
986	0.9729625204
987	0.9729131699
988	0.9728009487
989	0.9727794471
990	0.972765992
991	0.9727202435
992	0.9726887612
993	0.9726291522
994	0.9725918531
995	0.9725188612
996	0.9724410363
997	0.9723215558
998	0.9722308702
999	0.9721939074
